id	name	genres	followers	popularity
3Fe3pszR2t4TOBVz41B1WR	The Oh Hellos	folk-pop, indie pop, san marcos tx indie, shimmer pop, stomp and holler	355359	60
0hItVPjwJLVZrFqOyIsxPf	Judy Garland	adult standards, hollywood, lounge, torch song, vocal jazz	215872	50
5vngPClqofybhPERIqQMYd	George Strait	contemporary country, country, country road, country rock	3458996	71
4f0OXMMSxr0r8Ztx6CdpAl	Sub Zero Project	euphoric hardstyle, rawstyle	146600	60
2Kx7MNY7cI1ENniW7vT30N	Norah Jones	contemporary vocal jazz, jazz pop, neo mellow	2860177	71
018L74CAnDhySqnw89CLBb	喵☆酱		557	35
0qKXd5MxIyOqdQg1jdmpXa	花玲		214	35
1C6GzBn0BnVSGAb5AfwIVP	爆裂菊是也		53	35
7b79bQFziJFedJb75k6hFt	Tion Wayne	london rap	695818	71
3iAhNz3e31lBuXYOsqGsf3	Unknown T	uk drill, uk hip hop	272167	61
40Yq4vzPs9VNUrIBG5Jr2i	The Smashing Pumpkins	alternative metal, alternative rock, grunge, permanent wave, pop rock, rock, spacegrunge	4167522	71
6cK3NBO6uP7hh0oyuVELFl	Saweetie	cali rap, dance pop, pop, rap, trap queen	1683594	71
3Y7RZ31TRPVadSFVy1o8os	H.E.R.	pop, r&b, rap, urban contemporary	5664008	74
7mEIug7XUlQHikrFxjTWes	Neil Diamond	adult standards, brill building pop, classic rock, folk rock, mellow gold, singer-songwriter, soft rock, yacht rock	2157831	66
2y8Jo9CKhJvtfeKOsYzRdT	Rod Stewart	mellow gold, soft rock	3831232	71
1bDWGdIC2hardyt55nlQgG	"""Weird Al"" Yankovic"	comedy rock, comic, parody	688417	57
0ZcJXldoq09BRIMl0Qh1Vm	Dave Koz	jazz saxophone, smooth jazz, smooth saxophone	90907	49
49bzE5vRBRIota4qeHtQM8	Skillet	alternative metal, christian alternative rock, christian music, christian rock	4327474	70
4XC335ouK6pXyq4QiIb8bP	Eliza Rose	house	21702	70
6uJ51uV5rYzu1MJkC4CceI	Interplanetary Criminal	breaks, experimental house	19242	70
080apEI56n6y4wL1epxCDo	‘Into The Woods’ 2022 Broadway Cast	broadway, show tunes	398	37
7z5WFjZAIYejWy0NI5lv4T	Dan + Shay	contemporary country, country, country road, pop	2776834	71
3K2zB87GZv1krx031en5VA	La Roux	alternative dance, dance pop, electropop, neo-synthpop	625357	63
3oDbviiivRWhXwIE8hxkVV	The Beach Boys	baroque pop, brill building pop, classic rock, psychedelic rock, rock, sunshine pop	3861579	70
4xFUf1FHVy696Q1JQZMTRj	Carrie Underwood	contemporary country, country, country dawn, oklahoma country, pop	5458065	70
4mxWe1mtYIYfP040G38yvS	Alan Jackson	country, country road	2123384	70
2Sqr0DXoaYABbjBo9HaMkM	Sara Bareilles	acoustic pop, hollywood, lilith, neo mellow, pop, pop rock	1843234	65
2gsggkzM5R49q6jpPvazou	Jessie J	dance pop, pop, pop rap, post-teen pop	10496983	70
027TpXKGwdXP7iwbjUSpV8	The Walters	chicago indie	420490	70
5p9CTsn5ueGU4oScNX1axu	August Burns Red	christian metal, christian metalcore, deathcore, melodic metalcore, metalcore, screamo	630003	54
2NjfBq1NflQcKSeiDooVjY	Tones And I	australian pop, pop	2982722	70
6QrQ7OrISRYIfS5mtacaw2	Jaymes Young	indie poptimism, modern rock, pop	830568	70
71jSVPQ6yskfyvWeiwvT5s	S1mba	afroswing	75506	61
1QL7yTHrdahRMpvNtn6rI2	George Frideric Handel	baroque, classical, early music, english baroque, german baroque	772885	64
44QKSpMVTzPZGcOegCwtIf	Mario Sollazzo	italian classical piano	1104	35
32vWCbZh0xZ4o9gkz4PsEU	Dolly Parton	classic country pop, country, country dawn	1935890	69
4tw2Lmn9tTPUv7Gy7mVPI4	Kenny Rogers	adult standards, classic country pop, country, mellow gold, nashville sound, soft rock	2224909	66
6AcOTCYBMvjKYy4zms0kaC	Banda El Recodo	banda, musica mexicana, ranchera	3202900	70
0FNW4zTrB6JjDb5ctjbX28	Clara Ward	gospel singers, praise	5672	27
1pHMYguhayIoXmPjoOUyu3	HAECHAN		101845	42
5rkVyNGXEgeUqKkB5ccK83	Ashanti	dance pop, hip hop, hip pop, r&b, urban contemporary	2552846	70
7H55rcKCfwqkyDFH9wpKM6	Christina Perri	dance pop, neo mellow, pop, pop rock, post-teen pop	3410515	70
78rUTD7y6Cy67W1RVzYs7t	PinkPantheress		1250528	69
07UJz804RJxqNvxFXC3h9H	Sam Gellaitry	future bass, scottish electronic, vapor soul, vapor twitch	104259	54
3u4qXYRgHgU7YtjZt9sduX	Eyelar	uk pop	5793	56
2jnIB6XdLvnJUeNTy5A0J2	Why Don't We	australian pop, boy band, dance pop, pop, post-teen pop	3367455	69
4rTv3Ejc7hKMtmoBOK1B4T	Ali Gatie	canadian hip hop, pop	1971513	69
73jBynjsVtofjRpdpRAJGk	Dimitri Vegas & Like Mike	belgian dance, belgian edm, big room, dance pop, edm, electro house, pop dance, progressive electro house, tropical house	3278944	68
03tes5RhEvH2dX2eDeGnRn	Age Of Love	bubble trance	17326	51
29zsVzEH33dD5QqxeL8dvy	Vini Vici	progressive uplifting trance	456364	61
0Y4inQK6OespitzD6ijMwb	Freddie Gibbs	alternative hip hop, hip hop, indiana hip hop, rap, southern hip hop, underground hip hop	1069856	69
3WtrH1zNpzoPSz6XpwCh6y	Delilah Montagu	british singer-songwriter	12156	49
0Rub4w3La02r6o7i3t9SC2	Smg4		29540	41
1XkoF8ryArs86LZvFOkbyr	Mary J. Blige	dance pop, hip pop, neo soul, r&b, urban contemporary	3334474	69
70BYFdaZbEKbeauJ670ysI	Shinedown	alternative metal, nu metal, post-grunge	3593702	69
7k73EtZwoPs516ZxE72KsO	ONE OK ROCK	j-pop, j-rock, japanese emo, visual kei	4625320	69
1W7FNibLa0O0b572tB2w7t	Pink Sweat$	bedroom soul, chill r&b, pop	1456322	69
6roFdX1y5BYSbp60OTJWMd	Tim McGraw	contemporary country, country, country road	4178191	69
3BEV5FcxOtkQJ7lLRKMh3V	Tyler Hubbard	contemporary country, country	30224	64
60uh2KYYSCqAgJNxcU4DA0	Hombres G	latin alternative, latin pop, latin rock, mexican pop, rock en espanol, spanish rock	3373653	69
0haZhu4fFKt0Ag94kZDiz2	Sofía Reyes	dance pop, latin pop, mexican pop	2720021	69
3EiLUeyEcA6fbRPSHkG5kb	De La Ghetto	latin hip hop, reggaeton, reggaeton flow, trap latino	6374054	79
4QTm9TRLBaMhCqQE96ETN6	Nathan Archie		4503	31
1m7V9rstnZ264nGJe9MDUq	Chilled Pig		1145	55
5zatdvej2AxogC5pbu2msR	BERWYN	uk alternative hip hop	32187	44
5p9zQL75ZiIbZHkgl4xoA0	Guante	slam poetry	2730	21
0XSz7OqyhKBKRq4ZU8WpAo	KAMILLE	uk contemporary r&b	13281	40
2i9uaNzfUtuApAjEf1omV8	Wet	art pop, brooklyn indie, electropop, indie pop, indie poptimism, nyc pop, pop, vapor soul	250744	52
3KNIG74xSTc3dj0TRy7pGX	Yung Bleu	alabama rap, pop rap, r&b, rap, trap	1190177	66
2sil8z5kiy4r76CRTXxBCA	The Goo Goo Dolls	neo mellow, permanent wave, pop rock	2356685	69
1QnifH4HAt0yWP9A9IcoMK	Winnie Raeder		4848	30
6VUdDU44uo3KwSHc9lAEFE	The Clark Sisters	gospel	240116	40
1vSN1fsvrzpbttOYGsliDr	Tori Kelly	dance pop, pop	2063082	65
4IVAbR2w4JJNJDDRFP3E83	6LACK	atl hip hop, hip hop, melodic rap, pop, r&b, rap, trap	3744287	74
7mnBLXK823vNxN3UWB7Gfz	The Black Keys	alternative rock, blues rock, garage rock, modern blues rock, modern rock, punk blues, rock, roots rock	3757430	69
0SfsnGyD8FpIN4U4WCkBZ5	Armin van Buuren	dutch trance, edm, pop dance, progressive house, trance	4124031	72
1bqxdqvUtPWZri43cKHac8	MAX	dance pop, pop, post-teen pop, viral pop	776945	69
3pc0bOVB5whxmD50W79wwO	keshi	chill r&b, pop	1971030	74
2nm38smINjms1LtczR0Cei	Goodboys	uk dance	42131	69
74lRkEloOvori8dZJjNEjd	The Wild		2063	54
0ZUvK7zGdXLd78mQr3t1Tw	Ricky Montgomery	indie pop, la indie	1323668	69
2e4nwiX8ZCU09LGLOpeqTH	Laura Pausini	europop, italian adult pop, latin arena pop, latin pop, mexican pop	2140856	69
6Ls7jvEOGiaPP5smBdptcF	Patrick Williams Orchestra		182	26
1gl0S9pS0Zw0qfa14rDD3D	Surf Curse	dreamo, indie surf, surf punk, vegas indie	815508	69
7JDSHlDdVTo7aZKdQZ53Vf	Static-X	alternative metal, groove metal, industrial metal, industrial rock, nu metal, rap metal, rap rock	1223668	56
5MspMQqdVbdwP6ax3GXqum	Annie Lennox	mellow gold, new wave pop, pop rock, singer-songwriter, soft rock	1275626	69
1DTZRmlVZBxx2wRQBtx6yi	Midland	neo-traditional country, texas country	234953	61
0V2oXYR7DtrZAEFeILRW2r	Lvbel C5	turkce drill, turkish trap	934219	69
3xGQQ8pYMw09C0YDkVS4mr	DB.Boutabag	cali rap, sacramento hip hop, viral rap	41497	50
6Tcv81NwhshAZnSsoJT0WI	Lil Seeto	viral rap	37622	44
1D8twu2cuGQdILSS02MqLW	Kai Bandz	cali rap, viral rap	19496	43
6rMFRIfxuuGJI8AqWiu8Qs	KFlex		9	29
19eLuQmk9aCobbVDHc6eek	Louis Armstrong	adult standards, dixieland, harlem renaissance, jazz trumpet, new orleans jazz, swing, vocal jazz	2564022	68
3VrWSWV74xyECVDt2zBy4T	The Commanders		964	42
